 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-60,43.3166,3.56657,-15.467,1.49916,-11.6022,0,0,0,0,0,0,-1,281,375,-132.439,-22.8453,-44.7708,-44.8369,64.0706,-24.4999
-59.2693,43.3087,3.51216,-8.34449,-0.40184,-6.53012,0,0,0,0,0,0,-1,288,375,-71.3467,-1.13216,5.72544,-24.6929,63.7271,-24.5288
-58.5296,43.3064,3.53331,-8.17989,-0.515256,-6.28763,0,0,0,0,0,0,-1,295,375,-70.1107,0.230884,6.12304,-23.6248,63.2796,-24.5492
-57.781,43.3142,3.62902,-8.08208,-0.63134,-6.19699,0,0,0,0,0,0,-1,302,375,-69.3273,1.43033,6.20059,-22.6377,62.7284,-24.6475
-57.026,43.3312,3.77925,-6.6925,-1.18431,-4.22595,0,0,0,0,0,0,-1,309,375,-58.464,8.19375,13.2047,-16.4681,62.1012,-24.8379
-56.2714,43.3519,3.92835,-6.66552,-1.31089,-4.37682,0,0,0,0,0,0,-1,316,375,-58.0557,9.22484,13.1893,-15.6277,61.4757,-25.0999
-55.5323,43.3602,3.94591,-6.55822,-1.4008,-4.28445,0,0,0,0,0,0,-1,323,375,-57.1664,10.0466,13.4697,-14.8654,61.0355,-25.3264
-54.8002,43.3608,3.90519,-6.40165,-1.47323,-4.08822,0,0,0,0,0,0,-1,330,375,-55.9275,10.7894,14.0158,-14.1417,60.6787,-25.4962
-54.0621,43.3637,3.91693,-6.27604,-1.57454,-4.0931,0,0,0,0,0,0,-1,337,375,-54.7498,11.6508,14.7149,-13.2656,60.2504,-25.6308
-53.3182,43.368,3.97996,-6.18929,-1.72154,-4.32265,0,0,0,0,0,0,-1,344,375,-53.6836,12.7958,15.5575,-12.106,59.7524,-25.7118
-52.5791,43.3654,4.00208,-6.09229,-1.88402,-4.52954,0,0,0,0,0,0,-1,351,375,-52.5453,14.1602,16.4995,-10.7778,59.3136,-25.7235
-51.8535,43.3521,3.9068,-5.94672,-2.01067,-4.49517,0,0,0,0,0,0,-1,358,375,-51.2179,15.4134,17.4464,-9.62331,59.0406,-25.7116
-51.1358,43.3348,3.7398,-5.79304,-2.09583,-4.34292,0,0,0,0,0,0,-1,365,375,-49.9457,16.3611,18.2717,-8.79243,58.8686,-25.7338
-50.4156,43.3223,3.59396,-5.63804,-2.14111,-4.06898,0,0,0,0,0,0,-1,372,375,-48.7985,17.0048,18.7761,-8.2718,58.6677,-25.8153
-49.6892,43.3164,3.50091,-5.51424,-2.21856,-3.81332,0,0,0,0,0,0,-1,379,375,-47.9211,17.9694,18.9865,-7.53769,58.3937,-25.9402
-48.9579,43.3127,3.45277,-5.41823,-2.38728,-3.73501,0,0,0,0,0,0,-1,386,375,-47.1017,19.722,19.3444,-6.13374,58.0586,-26.0406
-48.2265,43.3052,3.40483,-5.30804,-2.56015,-3.71328,0,0,0,0,0,0,-1,393,375,-46.0859,21.4571,19.9679,-4.64929,57.7255,-26.0666
-47.4945,43.2966,3.36289,-5.17739,-2.68071,-3.60526,0,0,0,0,0,0,-1,400,375,-44.9755,22.7596,20.5447,-3.54526,57.3858,-26.0612
-46.7557,43.2939,3.38369,-5.05464,-2.78367,-3.4749,0,0,0,0,0,0,-1,407,375,-43.9668,23.8939,20.9057,-2.58007,56.9593,-26.0738
