 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-60,43.3166,3.56657,-0.169349,-2.87562,1.45246,0.0252745,-0.00482635,0.000818282,0.0252967,-0.00484858,0.027158,0.0261268,281,375,-2.85776,28.4379,60.0231,3.20418,64.0706,-24.4999
-59.2693,43.3087,3.51216,-0.136571,-2.85868,1.6624,0.0129588,-0.00309697,0.00223171,0.0132632,-0.0034014,0.135574,0.0262407,288,375,-2.77978,28.4299,59.4588,3.19306,63.7271,-24.5288
-58.5296,43.3064,3.53331,-0.127801,-2.84845,1.76197,0.00356695,-0.00181808,0.00264726,0.00465036,-0.0029015,0.388462,0.0256531,295,375,-2.80223,28.4147,58.8496,3.15642,63.2796,-24.5492
-57.781,43.3142,3.62902,-0.13762,-2.8417,1.78814,-0.00333652,-0.000856075,0.00219986,0.000429081,-0.00462167,1.04208,0.0248493,302,375,-2.9176,28.3822,58.1509,3.01518,62.7284,-24.6475
-57.026,43.3312,3.77925,-0.167214,-2.84282,1.73064,-0.00806846,-0.00016365,0.00123837,2.58111e-05,-0.00825792,1.41898,0.0238987,309,375,-3.12649,28.3597,57.4053,2.79292,62.1012,-24.8379
-56.2714,43.3519,3.92835,-0.204685,-2.85369,1.63319,-0.0108794,0.000327007,0.000121686,0.000328328,-0.0108807,1.55994,0.0230675,316,375,-3.36546,28.409,56.6905,2.54801,61.4757,-25.0999
-55.5323,43.3602,3.94591,-0.222578,-2.86564,1.60097,-0.0120503,0.000490875,-0.000851755,0.000548459,-0.0121079,-1.50329,0.022789,323,375,-3.49097,28.5271,56.1782,2.38294,61.0355,-25.3264
-54.8002,43.3608,3.90519,-0.2311,-2.87182,1.60731,-0.0118685,0.000127076,-0.00130923,0.000268307,-0.0120097,-1.46334,0.0231072,330,375,-3.57058,28.5983,55.7381,2.2707,60.6787,-25.4962
-54.0621,43.3637,3.91693,-0.251672,-2.87498,1.57234,-0.0117418,-0.000882959,-0.000767962,-0.000828916,-0.0117959,-1.50054,0.0235403,337,375,-3.72017,28.5946,55.2169,2.15158,60.2504,-25.6308
-53.3182,43.368,3.97996,-0.277399,-2.87944,1.50759,-0.0102272,-0.00224075,-0.000339424,-0.00222635,-0.0102416,-1.5284,0.0238585,344,375,-3.88708,28.6078,54.6508,2.04925,59.7524,-25.7118
-52.5791,43.3654,4.00208,-0.283221,-2.88255,1.50431,-0.00767716,-0.00393785,0.000193881,-0.00392782,-0.00768718,1.51913,0.0238761,351,375,-3.93206,28.6945,54.1737,2.0083,59.3136,-25.7235
-51.8535,43.3521,3.9068,-0.26502,-2.88325,1.58587,-0.00435678,-0.00573322,0.00118151,-0.00367766,-0.00641234,0.521676,0.0236557,358,375,-3.83937,28.8073,53.8743,2.04442,59.0406,-25.7116
-51.1358,43.3348,3.7398,-0.236091,-2.88273,1.71739,-0.000780521,-0.00760857,0.00264917,0.00012676,-0.00851585,0.329957,0.0235055,365,375,-3.6965,28.8955,53.6542,2.1231,58.8686,-25.7338
-50.4156,43.3223,3.59396,-0.212398,-2.88047,1.84502,0.00189851,-0.00948981,0.00431746,0.00335025,-0.0109416,0.324373,0.0237207,372,375,-3.59787,28.9468,53.3685,2.14309,58.6677,-25.8153
-49.6892,43.3164,3.50091,-0.194926,-2.87345,1.94884,0.00340411,-0.0113028,0.005766,0.00539517,-0.0132939,0.332491,0.0242709,379,375,-3.53251,28.9355,53.0102,2.05862,58.3937,-25.9402
-48.9579,43.3127,3.45277,-0.184095,-2.86343,2.01798,0.00403867,-0.0129583,0.00706017,0.00658872,-0.0155084,0.346608,0.0249751,386,375,-3.49324,28.8723,52.6132,1.94315,58.0586,-26.0406
-48.2265,43.3052,3.40483,-0.178777,-2.8572,2.05933,0.00393264,-0.014428,0.00825789,0.00710023,-0.0175956,0.366275,0.0257143,393,375,-3.47619,28.8382,52.2365,1.90054,57.7255,-26.0666
-47.4945,43.2966,3.36289,-0.178384,-2.85483,2.10098,0.00307499,-0.015264,0.00895134,0.00671978,-0.0189088,0.38668,0.026598,400,375,-3.50544,28.8608,51.8099,1.90597,57.3858,-26.0612
-46.7557,43.2939,3.38369,-0.185084,-2.855,2.1447,0.00175431,-0.0156319,0.00892734,0.00552183,-0.0193995,0.399345,0.0276215,407,375,-3.60371,28.9166,51.2289,1.91495,56.9593,-26.0738
-46.0147,43.2932,3.42471,-0.187396,-2.85596,2.21127,0.00046929,-0.0156005,0.0083401,0.00401528,-0.0191465,0.402017,0.0286397,414,375,-3.68311,29.0141,50.607,1.92512,56.5058,-26.0944
-45.2818,43.2866,3.39084,-0.182377,-2.86016,2.28303,-0.000845077,-0.0150691,0.00746032,0.00235005,-0.0182642,0.404648,0.0294672,421,375,-3.69664,29.1649,50.147,1.94557,56.1584,-26.1149
