 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-60,43.3166,3.56657,-0.738325,-3.48761,6.26845,0.0046093,-0.0230171,0.0191398,0.0143999,-0.0328077,0.472828,0.0251198,281,375,-13.7124,38.1832,43.2977,12.6361,64.0706,-24.4999
-59.2693,43.3087,3.51216,-0.714947,-3.4926,6.40472,-0.00354097,-0.0188193,0.0181888,0.00854776,-0.030908,0.586588,0.0252809,288,375,-13.6087,38.3556,42.8597,12.7444,63.7271,-24.5288
-58.5296,43.3064,3.53331,-0.720338,-3.50254,6.4281,-0.00943596,-0.0154288,0.0163473,0.00418731,-0.029052,0.694756,0.0247832,295,375,-13.6492,38.4895,42.3392,12.8212,63.2796,-24.5492
-57.781,43.3142,3.62902,-0.743379,-3.51316,6.38276,-0.013375,-0.0126511,0.0137258,0.000717462,-0.0267437,0.79858,0.0241233,302,375,-13.7806,38.5546,41.7243,12.8002,62.7284,-24.6475
-57.026,43.3312,3.77925,-0.779747,-3.52672,6.27773,-0.0154943,-0.0102642,0.0107291,-0.00183609,-0.0239225,0.904934,0.023462,309,375,-13.9725,38.5774,41.0593,12.6952,62.1012,-24.8379
-56.2714,43.3519,3.92835,-0.816444,-3.54392,6.15486,-0.0161257,-0.00813053,0.00768477,-0.00346575,-0.0207905,1.02523,0.0230808,316,375,-14.1485,38.6222,40.4369,12.5365,61.4757,-25.0999
-55.5323,43.3602,3.94591,-0.830625,-3.55804,6.10997,-0.0154909,-0.00628398,0.00481217,-0.00422795,-0.0175469,1.16702,0.0232065,323,375,-14.1971,38.7349,40.012,12.3985,61.0355,-25.3264
-54.8002,43.3608,3.90519,-0.840168,-3.56726,6.09156,-0.0137818,-0.0050227,0.00242316,-0.00439704,-0.0144075,1.31811,0.0237623,330,375,-14.2314,38.8292,39.6467,12.2812,60.6787,-25.4962
-54.0621,43.3637,3.91693,-0.860057,-3.57392,6.04564,-0.0123262,-0.00420885,0.000595987,-0.00416533,-0.0123697,1.4979,0.0242935,337,375,-14.3353,38.8607,39.1816,12.1754,60.2504,-25.6308
-53.3182,43.368,3.97996,-0.881442,-3.58242,5.99176,-0.00968989,-0.00410425,-0.000932189,-0.00395279,-0.00984136,-1.40972,0.0249231,344,375,-14.4457,38.9122,38.6513,12.1291,59.7524,-25.7118
-52.5791,43.3654,4.00208,-0.885357,-3.59041,5.99045,-0.00626979,-0.00462521,-0.00204789,-0.00324068,-0.00765431,-0.97631,0.0257049,351,375,-14.4472,39.0234,38.21,12.1612,59.3136,-25.7235
-51.8535,43.3521,3.9068,-0.87371,-3.59626,6.02804,-0.0027191,-0.0055355,-0.00257848,-0.00118934,-0.00706526,-0.535462,0.0264217,358,375,-14.3409,39.1246,37.9827,12.2391,59.0406,-25.7116
-51.1358,43.3348,3.7398,-0.856366,-3.59918,6.08202,0.000393714,-0.00679489,-0.00254702,0.00120467,-0.00760585,-0.308247,0.0267319,365,375,-14.1968,39.165,37.8697,12.3103,58.8686,-25.7338
-50.4156,43.3223,3.59396,-0.837564,-3.59918,6.16762,0.00231352,-0.00825313,-0.00214194,0.0027312,-0.00867081,-0.192583,0.0266465,372,375,-14.0725,39.1919,37.6641,12.3323,58.6677,-25.8153
-49.6892,43.3164,3.50091,-0.81695,-3.59787,6.28867,0.00317205,-0.00973144,-0.00161988,0.0033723,-0.00993169,-0.122996,0.0264135,379,375,-13.9687,39.2523,37.316,12.3123,58.3937,-25.9402
-48.9579,43.3127,3.45277,-0.801834,-3.60061,6.39037,0.00360902,-0.011144,-0.000938508,0.00366849,-0.0112035,-0.0632746,0.0265565,386,375,-13.8954,39.3577,36.905,12.3206,58.0586,-26.0406
-48.2265,43.3052,3.40483,-0.794778,-3.61042,6.4325,0.00368434,-0.0124362,-8.71004e-05,0.00368481,-0.0124367,-0.00540286,0.0272859,393,375,-13.8342,39.5066,36.5693,12.3983,57.7255,-26.0666
-47.4945,43.2966,3.36289,-0.794588,-3.61948,6.44927,0.00310654,-0.0131495,0.000620018,0.00313016,-0.0131731,0.0380671,0.0285281,400,375,-13.8117,39.631,36.2255,12.4787,57.3858,-26.0612
-46.7557,43.2939,3.38369,-0.802765,-3.62456,6.45976,0.00204066,-0.0132609,0.00105175,0.00211261,-0.0133328,0.0683066,0.029853,407,375,-13.8636,39.6986,35.7319,12.5187,56.9593,-26.0738
-46.0147,43.2932,3.42471,-0.809257,-3.6298,6.48225,0.00109693,-0.0128891,0.00128479,0.00121397,-0.0130061,0.0908491,0.0306924,414,375,-13.9118,39.7502,35.1978,12.5912,56.5058,-26.0944
-45.2818,43.2866,3.39084,-0.808833,-3.64068,6.50165,0.000472446,-0.0119729,0.00149662,0.000649892,-0.0121503,0.118014,0.0305604,421,375,-13.8886,39.8175,34.8436,12.7442,56.1584,-26.1149
-44.5585,43.2769,3.26771,-0.802988,-3.65229,6.52449,0.000109683,-0.0105121,0.00181562,0.00041146,-0.0108139,0.164706,0.0295845,428,375,-13.8156,39.8722,34.6583,12.8421,55.9361,-26.2155
-43.8332,43.2757,3.16,-0.798704,-3.65779,6.55418,0.000210369,-0.00848671,0.00212434,0.000701522,-0.00897786,0.22721,0.0284347,435,375,-13.7655,39.9246,34.4183,12.7014,55.6919,-26.4519
-43.0973,43.2842,3.15196,-0.799158,-3.65804,6.57785,0.000616332,-0.00604285,0.00231075,0.00133961,-0.00676613,0.303346,0.0277055,442,375,-13.7565,40.004,34.0066,12.3959,55.3091,-26.7227
-42.357,43.2919,3.18713,-0.806664,-3.65771,6.57462,0.000903763,-0.00358978,0.00240754,0.00195005,-0.00463606,0.409963,0.0276425,449,375,-13.7881,40.0446,33.5354,12.1628,54.8683,-26.9109
-41.621,43.292,3.18189,-0.813821,-3.65878,6.58457,0.00107745,-0.00159899,0.00235819,0.00245067,-0.00297221,0.527317,0.0279809,456,375,-13.8286,40.0508,33.0971,12.0947,54.4863,-27.0149
-40.8909,43.2873,3.12087,-0.808203,-3.65776,6.65644,0.00129404,-9.04544e-05,0.00222628,0.00293322,-0.00172963,0.634665,0.0284571,463,375,-13.8077,40.0684,32.7102,12.0736,54.1838,-27.1151
