 "X",  "Y",  "Z",  "U",  "V",  "W",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "q",  "r",  "q_ref",  "r_ref"
-60,43.3166,3.56657,-1.30044,-4.0218,7.67306,-0.00958342,-0.0134447,-0.00855988,-0.00273916,-0.0202889,-0.674482,0.0347251,281,375,-20.6286,44.291,34.9689,18.905,64.0706,-24.4999
-59.2693,43.3087,3.51216,-1.32042,-4.06383,7.54898,-0.0101764,-0.0116884,-0.00328505,-0.00756151,-0.0143033,-0.672304,0.0343912,288,375,-20.6256,44.6442,34.8052,19.118,63.7271,-24.5288
-58.5296,43.3064,3.53331,-1.35209,-4.11368,7.38833,-0.00908382,-0.0112258,0.000607713,-0.00892341,-0.0113862,0.258061,0.0331031,295,375,-20.6943,45.0472,34.5216,19.3853,63.2796,-24.5492
-57.781,43.3142,3.62902,-1.38979,-4.16353,7.21468,-0.0066651,-0.0112741,0.0026878,-0.00542912,-0.0125101,0.431013,0.0314698,302,375,-20.809,45.4151,34.1081,19.5964,62.7284,-24.6475
-57.026,43.3312,3.77925,-1.42228,-4.21485,7.06547,-0.00324548,-0.0115603,0.00316176,-0.00217979,-0.012626,0.325097,0.0297534,309,375,-20.9045,45.7819,33.6021,19.7881,62.1012,-24.8379
-56.2714,43.3519,3.92835,-1.43695,-4.26526,6.98188,0.000835377,-0.0119972,0.00268924,0.00137616,-0.012538,0.198443,0.0283775,316,375,-20.9059,46.1334,33.0951,20.0113,61.4757,-25.0999
-55.5323,43.3602,3.94591,-1.4215,-4.30885,7.00225,0.00518508,-0.0128147,0.00170155,0.00534452,-0.0129741,0.0934287,0.0280107,323,375,-20.7358,46.4594,32.7903,20.3213,61.0355,-25.3264
-54.8002,43.3608,3.90519,-1.40674,-4.34405,7.02136,0.00942179,-0.0143768,0.00042641,0.00942943,-0.0143844,0.0179098,0.028468,330,375,-20.5707,46.7179,32.5649,20.5904,60.6787,-25.4962
-54.0621,43.3637,3.91693,-1.40451,-4.37754,6.98645,0.0133588,-0.0162472,-0.000680477,0.0133744,-0.0162628,-0.0229683,0.0291624,337,375,-20.4666,46.9752,32.2847,20.7813,60.2504,-25.6308
-53.3182,43.368,3.97996,-1.40149,-4.41433,6.93535,0.0177498,-0.019499,-0.00194791,0.0178514,-0.0196005,-0.0521052,0.0300563,344,375,-20.3384,47.3195,31.9799,20.9772,59.7524,-25.7118
